title_x,idpaper_2,journal,journal_num,year,month,volume,issue,idpaper,jelcodes,keywords,abstract,start_page,end_page,num_words,num_words_90_flag,idauthor,author,prop_women,num_authors,gender_group_type,sole_or_coauthors,num_pages,num_pages_dmean,flesch_kincaid_grade_level,log_flesch_kincaid_grade_level,flesch_kincaid_reading_ease,log_flesch_kincaid_reading_ease,dale_chall,log_dale_chall,coleman_liau_index,log_coleman_liau_index,automated_readability_index,log_automated_readability_index,american_economic_review,econometrica,journal_of_pol_economy,quarterly_journal_of_economics,review_of_economic_studies,coauthors,single_author,both_genders,only_females,only_males,num_sentences,num_syllables,observation,authors,jelcodes_letter,jelcodes_text,jel_dummy_A,jel_dummy_B,jel_dummy_C,jel_dummy_D,jel_dummy_E,jel_dummy_F,jel_dummy_G,jel_dummy_H,jel_dummy_I,jel_dummy_J,jel_dummy_K,jel_dummy_L,jel_dummy_M,jel_dummy_N,jel_dummy_O,jel_dummy_P,jel_dummy_Q,jel_dummy_R,jel_dummy_Y,jel_dummy_Z
3005,politicians’ luck of the draw: evidence from the spanish christmas lottery,32016124512691294,Journal of Political Economy,3,2016,October,124,5,3200000000000.0,,,"Incumbent politicians tend to receive more votes when economic conditions are good. In this paper we explore the source of this correlation, exploiting the exceptional evidence provided by the Spanish Christmas Lottery. Because winning tickets are typically sold by one lottery outlet, winners tend to be geographically clustered. This allows us to study the impact of exogenous good economic conditions on voting behavior. We find that incumbents receive significantly more votes in winning provinces. The evidence is consistent with a temporary increase in happiness making voters more lenient toward the incumbent, or with a stronger preference for the status quo.",1269,1294,100,1,"['p00645', 'p03317']","['berta esteve-volart', 'manuel bagues']",0.5,2,both_genders,coauthors,25,-14.0,12.74,2.54474665,33.40833333,3.50880537,10.77916667,2.377615259,15.2932,2.727408285,13.23223333,2.582655772,0,0,1,0,0,1,0,1,0,0,6,185,[],,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3006,decentralized college admissions,32016124512951338,Journal of Political Economy,3,2016,October,124,5,3200000000000.0,,,"We study decentralized college admissions with uncertain student preferences. Colleges strategically admit students likely to be overlooked by competitors. Highly ranked students may receive fewer admissions or have a higher chance of receiving no admissions than those ranked below. When students' attributes are multidimensional, colleges avoid head-on competition by placing excessive weight on school-specific attributes such as essays. Restricting the number of applications or wait-listing alleviates enrollment uncertainty, but the outcomes are inefficient and unfair. A centralized matching via Gale and Shapley's deferred acceptance algorithm attains efficiency and fairness but may make some colleges worse off than under decentralized matching.",1295,1338,103,1,"['p05575', 'p05623']","['yeon-koo che', 'youngwoo koh']",0.0,2,only_males,coauthors,43,4.0,15.73606796,2.7559554,12.81860032,2.5508972659999998,11.38651036,2.4324293530000003,19.24,2.956991445,16.60226537,2.809539154,0,0,1,0,0,1,0,0,0,1,6,215,[],,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3007,something to talk about: social spillovers in movie consumption,32016124513391382,Journal of Political Economy,3,2016,October,124,5,3200000000000.0,,,"We exploit the randomness of weather and the relationship between weather and moviegoing to quantify social spillovers in movie consumption. Instrumenting for early viewership with plausibly exogenous weather shocks captured in LASSO-chosen instruments, we find that shocks to opening weekend viewership are doubled over the following five weekends. Our estimated momentum arises almost exclusively at the local level, and we find no evidence that it varies with either ex post movie quality or the precision of ex ante information about movie quality, suggesting that the observed momentum is driven in part by a preference for shared experience, and not only by social learning.",1339,1382,104,1,"['p01387', 'p01496']","['duncan gilchrist', 'emily sands']",0.5,2,both_genders,coauthors,43,4.0,19.60115385,2.9755884339999996,16.27717949,2.789764095,11.27721667,2.422784466,15.57307692,2.745543585,21.71775641,3.078130194,0,0,1,0,0,1,0,1,0,0,3,191,[],,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3010,"downward nominal wage rigidity, currency pegs, and involuntary unemployment",32016124514661514,Journal of Political Economy,3,2016,October,124,5,3200000000000.0,,,"This paper analyzes the inefficiencies arising from the combination of fixed exchange rates, nominal rigidity, and free capital mobility. We document that nominal wages are downwardly rigid in emerging countries. We develop an open-economy model that incorporates this friction. The model predicts that the combination of a currency peg and free capital mobility creates a negative externality that causes overborrowing during booms and high unemployment during contractions. Optimal capital controls are shown to be prudential. For plausible calibrations, they reduce unemployment by around 5 percentage points. The optimal exchange rate policy eliminates unemployment and calls for large devaluations during crises.",1466,1514,101,1,"['p03525', 'p05004']","['martin uribe', 'stephanie schmitt-grohe']",0.5,2,both_genders,coauthors,48,9.0,15.03912306,2.710655009,12.93851485,2.560208511,11.07463239,2.4046571230000002,17.42851485,2.858107649,14.09091938,2.645530574,0,0,1,0,0,1,0,1,0,0,7,214,[],,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3012,the cyclicality of the opportunity cost of employment,32016124615631618,Journal of Political Economy,3,2016,December,124,6,3200000000000.0,,,"The flow opportunity cost of moving from unemployment to employment consists of forgone public benefits and the forgone consumption value of nonworking time. We construct a time series of the opportunity cost of employment using detailed microdata and administrative or national accounts data to estimate benefits levels, eligibility, take-up, consumption by labor force status, hours, taxes, and preference parameters. The opportunity cost is procyclical and volatile over the business cycle. The estimated cyclicality implies far less unemployment volatility in leading models of the labor market than that observed in the data, irrespective of the level of the opportunity cost.",1563,1618,100,1,"['p01807', 'p03231']","['gabriel chodorow-reich', 'loukas karabarbounis']",0.0,2,only_males,coauthors,55,11.14285714,17.878,2.8835709069999997,11.414000000000001,2.434840672,11.6662,2.4566957719999998,16.5908,2.808848325,17.9641,2.888375322,0,0,1,0,0,1,0,0,0,1,4,201,[],,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3015,a year of transition: faculty recruiting at chicago in 1946,32016124617141734,Journal of Political Economy,3,2016,December,124,6,3200000000000.0,,,"The year 1946 has been seen as a pivotal year of transition by historians of the Chicago Economics Department, in large part as a result of the arrival of Milton Friedman that year. This essay examines new evidence on department deliberations on faculty hiring in February of 1946. It argues that Friedman's recruitment reflected a compromise between Frank Knight and his followers on the one hand and those associated with the Cowles Commission on the other.",1714,1734,76,0,['p01227'],['david mitch'],0.0,1,only_males,single_author,20,-23.85714286,14.16368421,2.650681239,38.63745614,3.654222172,11.12592807,2.409278247,11.81263158,2.4691694319999997,14.78666667,2.6937258739999996,0,0,1,0,0,0,1,0,0,1,3,128,[],,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3016,monopsony power in migrant labor markets: evidence from the united arab emirates,32016124617351792,Journal of Political Economy,3,2016,December,124,6,3200000000000.0,,,"By exploiting a reform in the United Arab Emirates that relaxed restrictions on employer transitions, we provide new estimates of the monopsony power of firms over migrant workers. Our results show that the reform increased incumbent migrants earnings and firm retention. This occurs despite an increase in employer transitions and is driven by a fall in country exits. While the outcomes of incumbents improved, the reform decreased demand for new migrants and lowered their earnings. These results are consistent with a model of monopsony in which firms face upward-sloping labor supply curves for both new recruits in source countries and incumbent migrants.",1735,1792,103,1,"['p04877', 'p05091', 'p05569']","['shing-yi wang', 'suresh naidu', 'yaw nyarko']",0.333333333,3,both_genders,coauthors,57,13.14285714,13.06535922,2.569964394,38.08133981,3.6397243930000003,11.86340563,2.473458505,14.27533981,2.65853356,14.11194175,2.647021371,0,0,1,0,0,1,0,1,0,0,5,180,[],,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3018,in the shadow of a giant: medicare’s influence on private physician payments,320171251139,Journal of Political Economy,3,2017,February,125,1,3201712511.0,,,"We analyze Medicare's influence on private insurers' payments for physicians' services. Using a large administrative change in reimbursements for surgical versus medical care, we find that private prices follow Medicare's lead. A $1.00 increase in Medicare's fees increases corresponding private prices by $1.16. A second set of Medicare fee changes, which generates area-specific payment shocks, has a similar effect on private reimbursements. Medicare's influence is strongest in areas with concentrated insurers and competitive physician markets, consistent with insurer-doctor bargaining. By echoing Medicare's pricing changes, these payment spillovers amplify Medicare's impact on specialty choice and other welfare-relevant aspects of physician practices.",1,39,105,1,"['p02427', 'p02793']","['jeffrey clemens', 'joshua gottlieb']",0.0,2,only_males,coauthors,38,-2.5714285709999998,14.72261905,2.6893850219999997,20.67821429,3.0290806960000003,12.77545238,2.547525547,18.68457143,2.927698126,16.29771429,2.79102487,0,0,1,0,0,1,0,0,0,1,6,209,[],,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3019,stochastic choice and preferences for randomization,3201712514068,Journal of Political Economy,3,2017,February,125,1,32017125140.0,,,"We conduct an experiment in which subjects face the same questions repeated multiple times, with repetitions of two types: (1) following the literature, the repetitions are distant from each other; (2) in a novel treatment, the repetitions are in a row, and subjects are told that the questions will be repeated. We find that a large majority of subjects exhibit stochastic choice in both cases. We discuss the implications for models of stochastic choice.",40,68,74,0,"['p03418', 'p04316']","['marina agranov', 'pietro ortoleva']",0.5,2,both_genders,coauthors,28,-12.57142857,13.16513514,2.5775720580000003,44.60914414,3.797938864,9.127534234,2.211295585,12.24108108,2.504797597,14.45333333,2.6709250680000003,0,0,1,0,0,1,0,1,0,0,3,120,[],,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3020,unbalanced random matching markets: the stark effect of competition,3201712516998,Journal of Political Economy,3,2017,February,125,1,32017125169.0,,,"We study competition in matching markets with random heterogeneous preferences and an unequal number of agents on either side. First, we show that even the slightest imbalance yields an essentially unique stable matching. Second, we give a tight description of stable outcomes, showing that matching markets are extremely competitive. Each agent on the short side of the market is matched with one of his top choices, and each agent on the long side either is unmatched or does almost no better than being matched with a random partner. Our results suggest that any matching market is likely to have a small core, explaining why small cores are empirically ubiquitous.",69,98,109,1,"['p02229', 'p02259', 'p05567']","['itai ashlagi', 'jacob leshno', 'yash kanoria']",0.0,3,only_males,coauthors,29,-11.57142857,12.50649541,2.526248142,44.22543119,3.78929999,8.484202018,2.138205848,12.51192661,2.526682318,13.23605505,2.582944549,0,0,1,0,0,1,0,0,0,1,5,181,[],,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3021,chinese college admissions and school choice reforms: a theoretical analysis,32017125199139,Journal of Political Economy,3,2017,February,125,1,32017125199.0,,,"Each year approximately 10 million high school seniors in China compete for 6 million seats through a centralized college admissions system. Within the last decade, many provinces have transitioned from a sequential to a parallel mechanism to make their admissions decisions. In this study, we characterize a parametric family of application-rejection assignment mechanisms, including the sequential, deferred acceptance, and parallel mechanisms in a nested framework. We show that all of the provinces that have abandoned the sequential mechanism have moved toward less manipulable and more stable mechanisms. We also show that existing empirical evidence is consistent with our theoretical predictions.",99,139,101,1,"['p04029', 'p05556']","['onur kesten', 'yan chen']",0.0,2,only_males,coauthors,40,-0.571428571,15.07017822,2.7127178389999997,22.99536634,3.135292732,11.20455861,2.416320715,17.14138614,2.8414957810000003,16.37039604,2.795474584,0,0,1,0,0,1,0,0,0,1,5,195,[],,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3022,"the macroeconomic effects of housing wealth, housing finance, and limited risk sharing in general equilibrium",320171251140223,Journal of Political Economy,3,2017,February,125,1,320000000000.0,,,"This paper studies a quantitative general equilibrium model of housing. The model has two key elements not previously considered in existing quantitative macro studies of housing finance: aggregate business cycle risk and a realistic wealth distribution driven in the model by bequest heterogeneity in preferences. These features of the model play a crucial role in the following results. First, a relaxation of financing constraints leads to a large boom in house prices. Second, the boom in house prices is entirely the result of a decline in the housing risk premium. Third, low interest rates cannot explain high home values.",140,223,100,1,"['p02252', 'p05068', 'p05115']","['jack favilukis', 'stijn van nieuwerburgh', 'sydney ludvigson']",0.333333333,3,both_genders,coauthors,83,42.42857143,11.56,2.447550863,41.86833333,3.734529773,10.30546667,2.332674499,13.0588,2.569462236,11.44243333,2.437328667,0,0,1,0,0,1,0,1,0,0,6,175,[],,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3023,"matching, sorting, and the distributional effects of international trade",320171251224264,Journal of Political Economy,3,2017,February,125,1,320000000000.0,,,"We study the distributional consequences of trade in a world with two industries and two heterogeneous factors of production. Productivity in each production unit reflects the ability of the manager and the abilities of the workers, with complementarity between the two. We begin by examining the forces that govern the sorting of worker and manager types to industries and the matching of workers and managers within industries. We then consider how changes in relative output prices generated by changes in the trading environment affect sorting, matching, and the distributions of wages and salaries.",224,264,93,1,"['p01455', 'p01851', 'p04269']","['elhanan helpman', 'gene grossman', 'philipp kircher']",0.0,3,only_males,coauthors,40,-0.571428571,15.68180108,2.7525008730000002,24.04270161,3.179831483,10.05303333,2.307874413,14.79268817,2.6941330160000003,15.72016129,2.754944047,0,0,1,0,0,1,0,0,0,1,4,175,[],,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3027,"economic uncertainty, parental selection, and children’s educational outcomes",320171252393430,Journal of Political Economy,3,2017,April,125,2,320000000000.0,,,"After the fall of the Berlin Wall, East Germany experienced an unprecedented temporary drop in fertility driven by economic uncertainty. We show that the children born during this transition period performed worse on a range of educational outcomes from an early age onward. The mothers of these children exhibit personal characteristics and family structures consistent with negative parental selection. Investigating the underlying mechanisms reveals that parental educational input and emotional attachment were also lower for these children. Finally, our ability to compare siblings means that we can reject that our results stem from a time of birth effect.",393,430,98,1,"['p00475', 'p04020']","['arnaud chevalier', 'olivier marie']",0.0,2,only_males,coauthors,37,-9.142857142999999,15.53359184,2.743004894,18.60426531,2.9233908719999997,10.40906816,2.342677365,16.16979592,2.783145053,15.18816327,2.720516392,0,0,1,0,0,1,0,0,0,1,5,195,[],,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3029,bowling for fascism: social capital and the rise of the nazi party,320171252478526,Journal of Political Economy,3,2017,April,125,2,320000000000.0,,,"Using newly collected data on association density in 229 towns and cities in interwar Germany, we show that denser social networks were associated with faster entry into the Nazi Party. The effect is large: one standard deviation higher association density is associated with at least 15 percent faster Nazi Party entry. Party membership, in turn, predicts electoral success. Social networks thus aided the rise of the Nazis that destroyed Germany's first democracy. The effects of social capital depended on the political context: in federal states with more stable governments, higher association density was not correlated with faster Nazi Party entry.",478,526,100,1,"['p02042', 'p03918', 'p04848']","['hans-joachim voth', 'nico voigtlander', 'shanker satyanath']",0.0,3,only_males,coauthors,48,1.857142857,14.04,2.641910399,30.025,3.402030368,11.5761,2.448942628,14.472000000000001,2.672215748,14.2395,2.656019793,0,0,1,0,0,1,0,0,0,1,5,185,[],,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3034,asset return dynamics under habits and bad environment–good environment fundamentals,320171253713760,Journal of Political Economy,3,2017,June,125,3,320000000000.0,,,"We introduce a bad environment-good environment (BEGE) technology for consumption growth in a consumption-based asset pricing model with external habit formation. The model generates realistic non-Gaussian features of consumption growth and fits standard salient features of asset prices including the means and volatilities of equity returns and a low risk-free rate. BEGE dynamics additionally allow the model to generate realistic properties of equity index options prices and their comovements with the macroeconomic outlook. In particular, when option-implied volatility is high -- as measured, for instance, by the VIX index -- the distribution of consumption growth is more negatively skewed.",713,760,102,1,"['p01530', 'p01847']","['eric engstrom', 'geert bekaert']",0.0,2,only_males,coauthors,47,2.0,17.60794118,2.868350003,14.24073529,2.65610654,13.26071176,2.584805661,16.64745098,2.81225711,18.24088235,2.903665358,0,0,1,0,0,1,0,0,0,1,4,201,[],,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3036,"estimating the innovator’s dilemma: structural analysis of creative destruction in the hard disk drive industry, 1981–1998",320171253798847,Journal of Political Economy,3,2017,June,125,3,320000000000.0,,,"This paper studies strategic industry dynamics of creative destruction in which firms and technologies experience turnover. Theories predict that cannibalization between existing and new products delays incumbents' innovation, whereas preemptive motives accelerate it. Incumbents' cost (dis)advantage relative to that of entrants would further reinforce these tendencies. To empirically assess these three forces, I estimate a dynamic oligopoly model using a unique panel data set of hard disk drive manufacturers. The results suggest that despite strong preemptive motives and a substantial cost advantage over entrants, cannibalization makes incumbents reluctant to innovate, which can explain at least 57 percent of the incumbent-entrant innovation gap.",798,847,103,1,['p03799'],['mitsuru igami'],0.0,1,only_males,single_author,49,4.0,16.61681553,2.810415167,12.61920388,2.535219771,13.39641534,2.594987159,19.29902913,2.96005479,18.22747573,2.9029301110000003,0,0,1,0,0,0,1,0,0,1,5,211,[],,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3037,every breath you take—every dollar you’ll make: the long-term consequences of the clean air act of 1970,320171253848902,Journal of Political Economy,3,2017,June,125,3,320000000000.0,,,This paper examines the long-term impacts of early childhood exposure to air pollution on adult outcomes using US administrative data. We exploit changes in air pollution driven by the 1970 Clean Air Act to analyze the difference in outcomes between cohorts born in counties before and after large improvements in air pollution relative to those same cohorts born in counties that had no improvements. We find a significant relationship between pollution exposure in the year of birth and later-life outcomes. A higher pollution level in the year of birth is associated with lower labor force participation and lower earnings at age 30.,848,902,104,1,"['p00022', 'p03634', 'p04452']","['adam isen', 'maya rossin-slater', 'reed walker']",0.333333333,3,both_genders,coauthors,54,9.0,14.63269231,2.683258225,36.46230769,3.596279061,9.784561538,2.28080579,12.63115385,2.53616629,15.52759615,2.7426188380000003,0,0,1,0,0,1,0,1,0,0,4,177,[],,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3040,beyond late with a discrete instrument,3201712549851039,Journal of Political Economy,3,2017,August,125,4,320000000000.0,,,"We show how a discrete instrument can be used to identify the marginal treatment effects under a functional structure that allows for treatment heterogeneity among individuals with the same observed characteristics and self-selection based on the unobserved gain from treatment. Guided by this identification result, we perform a marginal treatment effect analysis of the interaction between the quantity and quality of children. Our estimates reveal that the family size effects vary in magnitude and even sign and that families act as if they possess some knowledge of the idiosyncratic effects in the fertility decision.",985,1039,95,1,"['p00894', 'p03294', 'p03596']","['christian brinch', 'magne mogstad', 'matthew wiswall']",0.0,3,only_males,coauthors,54,12.57142857,19.24210526,2.95710086,13.50807018,2.603287298,11.35695614,2.4298304319999997,15.76,2.7574750839999997,20.4322807,3.017116038,0,0,1,0,0,1,0,0,0,1,3,181,[],,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3041,"globalization, markups, and us welfare",32017125410401074,Journal of Political Economy,3,2017,August,125,4,3200000000000.0,,,"This paper estimates the impact of globalization on markups, and the effect of changing markups on US welfare, in a monopolistic competition model. We work with symmetric translog preferences, which allow for endogenous markups and firm entry and exit, thereby changing product variety. We find that between 1992 and 2005, US import shares rose and US firms exited, leading to an implied fall in markups, while variety went up because of imports. US welfare rose by nearly 1 percent as a result of these changes, with product variety contributing one-half of that total and declining markups the other half.",1040,1074,100,1,"['p01263', 'p04537']","['david weinstein', 'robert feenstra']",0.0,2,only_males,coauthors,34,-7.428571429,13.63,2.612273246,41.87,3.73456958,10.8767,2.3866228869999997,11.6516,2.45544351,14.4316,2.6694202469999997,0,0,1,0,0,1,0,0,0,1,4,165,[],,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3042,a pari-mutuel-like mechanism for information aggregation: a field test inside intel,32017125410751099,Journal of Political Economy,3,2017,August,125,4,3200000000000.0,,,"A new information aggregation mechanism (IAM), developed via laboratory experimental methods, is implemented inside Intel Corporation in a long-running field test. The IAM, incorporating features of pari-mutuel betting, is uniquely designed to collect and quantize as probability distributions dispersed, subjectively held information. IAM participants' incentives support timely information revelation and the emergence of consensus beliefs over future outcomes. Empirical tests demonstrate the robustness of experimental results and the IAM's practical usefulness in addressing real-world problems. The IAM's predictive distributions forecasting sales are very accurate, especially for short horizons and direct sales channels, often proving more accurate than Intel's internal forecast.",1075,1099,103,1,"['p00607', 'p00853', 'p03589']","['benjamin gillen', 'charles plott', 'matthew shum']",0.0,3,only_males,coauthors,24,-17.42857143,19.25176699,2.957602848,-6.272058252000001,,13.85631825,2.62874132,21.12582524,3.050496237,19.59932039,2.975494892,0,0,1,0,0,1,0,0,0,1,5,234,[],,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3044,"alcohol availability, prenatal conditions, and long-term economic outcomes",32017125411491207,Journal of Political Economy,3,2017,August,125,4,3200000000000.0,,,"This study examines how a policy that sharply increased alcohol availability during 8.5 months affected the labor productivity of those exposed to it in utero. Compared to the surrounding cohorts, the prenatally exposed children have substantially worse labor market and educational outcomes and lower cognitive and noncognitive ability. Effects on earnings are found throughout the distribution but are largest below the median. Males are more affected than females, consistent with growing evidence that boys are less resilient to early environmental insults. The long-term effects seem primarily driven by changes in prenatal health rather than changes in the childhood environment.",1149,1207,100,1,['p04226'],['peter nilsson'],0.0,1,only_males,single_author,58,16.57142857,14.63,2.683074215,25.795,3.250180675,10.7866,2.378304623,16.7652,2.8193053089999998,15.8409,2.762595203,0,0,1,0,0,0,1,0,0,1,5,190,[],,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3045,partisan interactions: evidence from a field experiment in the united states,32017125412081243,Journal of Political Economy,3,2017,August,125,4,3200000000000.0,,,"We conducted a field experiment to study social influences on partisan political participation. We sent letters to 92,000 contributors during the 2012 presidential election campaign. We randomized features of the letters and measured the effects of these variations on the recipients' subsequent contributions. We find that making an individual's contributions more visible to her neighbors increases the contributions of supporters of the local majority party and decreases those of supporters of the minority party. Individuals contribute more when they perceive higher average contributions from own-party supporters in their area and contribute less if there is a higher share of own-party contributors.",1208,1243,103,1,"['p02001', 'p04479']","['guillermo cruces', 'ricardo perez-truglia']",0.0,2,only_males,coauthors,35,-6.428571429,15.47118447,2.7389792269999997,20.83279612,3.0365284810000004,10.79029883,2.378647474,16.73009709,2.817209318,16.26116505,2.788779753,0,0,1,0,0,1,0,0,0,1,5,201,[],,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3046,asymmetric growth and institutions in an interdependent world,32017125512451305,Journal of Political Economy,3,2017,October,125,5,3200000000000.0,,,"We present a model of technologically interconnected countries that benefit and potentially contribute to advances in the world technology frontier. Greater inequality between successful and unsuccessful entrepreneurs increases entrepreneurial effort and a country's contribution to that frontier. Under plausible assumptions, the world equilibrium is asymmetric, involving different economic institutions and technology levels for different countries. Some countries become technology leaders and opt for a type of cutthroat capitalism with greater inequality and innovations, while others free ride on the cutthroat incentives of the leaders and choose a more cuddly form of capitalism with greater social insurance for entrepreneurs.",1245,1305,98,1,"['p01145', 'p02321', 'p05191']","['daron acemoglu', 'james robinson', 'thierry verdier']",0.0,3,only_males,coauthors,60,13.3,19.49153061,2.9699800439999997,-1.044744898,,11.29659796,2.424501615,20.91183673,3.04031535,21.19469388,3.053750862,0,0,1,0,0,1,0,0,0,1,4,212,[],,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3048,"international trade, technology, and the skill premium",32017125513561412,Journal of Political Economy,3,2017,October,125,5,3200000000000.0,,,"What are the consequences of international trade on the skill premium? We incorporate skill-intensity differences across firms and sectors into a standard model of international trade. Reductions in trade costs reallocate factors toward a country's comparative advantage sectors, increasing the skill premium in countries with a comparative advantage in skill-intensive sectors and decreasing it elsewhere. Reductions in trade costs also reallocate factors toward more productive and skill-intensive firms within sectors and toward skill-intensive sectors in all countries, increasing the skill premium in all countries. Quantitatively, we find that trade liberalization increases the skill premium in almost all countries.",1356,1412,102,1,"['p00462', 'p02705']","['ariel burstein', 'jonathan vogel']",0.0,2,only_males,coauthors,56,9.3,15.15619608,2.71840943,22.73488235,3.1239004130000003,11.92412431,2.478563601,18.14431373,2.898357218,17.12235294,2.8403847989999997,0,0,1,0,0,1,0,0,0,1,5,197,[],,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3049,precommitments for financial self-control? micro evidence from the 2003 korean credit crisis,32017125514131464,Journal of Political Economy,3,2017,October,125,5,3200000000000.0,,,"We analyze high-frequency micro panel data on customers of a major Korean credit card company before and after the 2003 Korean credit crisis and find evidence of pervasive precommitment behavior that is difficult to explain using standard economic theories: (1) customers voluntarily reduce their credit card borrowing limits without any compensation, (2) customers turn down interest-free installment loan offers with high probability, and (3) of the small fraction of customers who do accept interest-free loan offers, most precommit to pay off the loan over a shorter term than the maximum allowed term under the offer.",1413,1464,98,1,"['p02646', 'p05085']","['john rust', 'sungjin cho']",0.0,2,only_males,coauthors,51,4.3,43.70142857,3.7773807919999998,-43.70642857,,14.13658571,2.6487661680000003,14.31795918,2.661514636,52.27346939,3.956488965,0,0,1,0,0,1,0,0,0,1,1,175,[],,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3051,contests for experimentation,32017125515231569,Journal of Political Economy,3,2017,October,125,5,3200000000000.0,,,"We study contests for innovation with learning about the innovation's feasibility and opponents' outcomes. We characterize contests that maximize innovation when the designer chooses a prize-sharing scheme and a disclosure policy. A public winner-takes-all contest dominates public contests -- where any success is immediately disclosed -- with any other prize-sharing scheme as well as winner-takes-all contests with any other disclosure policy. Yet, jointly modifying prize sharing and disclosure can increase innovation. In a broad class of mechanisms, it is optimal to share the prize with disclosure following a certain number of successes; under simple conditions, a hidden equal-sharing contest is optimal.",1523,1569,106,1,"['p03420', 'p03882', 'p04346']","['marina halac', 'navin kartik', 'qingmin liu']",0.333333333,3,both_genders,coauthors,46,-0.7,14.94215094,2.704186141,25.69435849,3.246271454,10.34858604,2.336849896,15.64301887,2.7500247389999997,15.47490566,2.739219722,0,0,1,0,0,1,0,1,0,0,5,200,[],,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3052,delayed overshooting: is it an ’80s puzzle?,32017125515701598,Journal of Political Economy,3,2017,October,125,5,3200000000000.0,,,"We reinvestigate the delayed overshooting puzzle. Using a method of sign restrictions, we find that delayed overshooting is primarily a phenomenon of the 1980s when the Fed was under the chairmanship of Paul Volcker. Related findings are as follows: (1) Uncovered interest parity fails to hold during the Volcker era and tends to hold during the post-Volcker era; (2) US monetary policy shocks have substantial impacts on exchange rate variations but misleadingly appear to have small impacts when monetary policy regimes are pooled. In brief, we confirm Dornbusch's overshooting hypothesis.",1570,1598,91,1,"['p00785', 'p04810', 'p04811']","['carlos velasco', 'seong-hoon kim', 'seongman moon']",0.0,3,only_males,coauthors,28,-18.7,14.28909341,2.659496547,33.13715659,3.500655208,11.70555934,2.460063886,14.36659341,2.664905609,15.25478022,2.7248929110000004,0,0,1,0,0,1,0,0,0,1,4,162,[],,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3053,on the democratic weights of nations,32017125515991634,Journal of Political Economy,3,2017,October,125,5,3200000000000.0,,,"Which voting weights ought to be allocated to single delegates of differently sized groups from a democratic fairness perspective? We operationalize the one person, one vote principle by demanding every individual's influence on collective decisions to be equal a priori. The analysis differs from previous ones by considering intervals of alternatives. New reasons lead to an old conclusion: weights should be proportional to the square root of constituency sizes if voter preferences are independent and identically distributed. This finding is fragile, however, in that preference polarization along constituency lines quickly calls for plain proportionality.",1599,1634,94,1,"['p03923', 'p04762', 'p04966']","['nicola maaser', 'sascha kurz', 'stefan napel']",0.333333333,3,both_genders,coauthors,35,-11.7,15.71859574,2.7548444539999997,15.853,2.7633587569999998,10.95217149,2.393537746,17.65531915,2.871037106,16.02957447,2.77443542,0,0,1,0,0,1,0,1,0,0,5,191,[],,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
